reporterISO,reporterDesc,refYear,import_value,previous_year,previous_import_value,growth_percent,next_year,next_year_import_value
SVN,Slovenia,2025,55546685.816,2024.0,57234079.971,-2.948233213244607,,
SWE,Sweden,2021,377066491.987,,,,2022.0,389379576.14
SWE,Sweden,2022,389379576.14,2021.0,377066491.987,3.2654941276045584,2023.0,309974067.871
SWE,Sweden,2023,309974067.871,2022.0,389379576.14,-20.392828266999306,2024.0,311720193.585
SWE,Sweden,2024,311720193.585,2023.0,309974067.871,0.5633134816705574,2025.0,362324625.402
SWE,Sweden,2025,362324625.402,2024.0,311720193.585,16.23392800928734,,
SWZ,Eswatini,2021,2016281.85,,,,2022.0,2831069.61
SWZ,Eswatini,2022,2831069.61,2021.0,2016281.85,40.41040988391577,2023.0,4324463.48
SWZ,Eswatini,2023,4324463.48,2022.0,2831069.61,52.750164274484256,,
SYC,Seychelles,2021,2953628.898,,,,2022.0,3671298.74
SYC,Seychelles,2022,3671298.74,2021.0,2953628.898,24.297901557164415,2023.0,13520468.924
SYC,Seychelles,2023,13520468.924,2022.0,3671298.74,268.27482265853416,2024.0,8162208.836
SYC,Seychelles,2024,8162208.836,2023.0,13520468.924,-39.63072670126571,,
TGO,Togo,2021,4414817.128,,,,2022.0,5127815.193
TGO,Togo,2022,5127815.193,2021.0,4414817.128,16.150115493526744,2023.0,5540348.345
TGO,Togo,2023,5540348.345,2022.0,5127815.193,8.045008185223804,2024.0,8121588.878
TGO,Togo,2024,8121588.878,2023.0,5540348.345,46.58985991971954,2025.0,6862656.336
TGO,Togo,2025,6862656.336,2024.0,8121588.878,-15.501062180212461,,
THA,Thailand,2021,101539122.442,,,,2022.0,83017515.64
THA,Thailand,2022,83017515.64,2021.0,101539122.442,-18.240857668018254,2023.0,82466162.506
THA,Thailand,2023,82466162.506,2022.0,83017515.64,-0.6641407295189486,2024.0,88890202.635
THA,Thailand,2024,88890202.635,2023.0,82466162.506,7.7899103508455525,2025.0,105366117.047
THA,Thailand,2025,105366117.047,2024.0,88890202.635,18.535129770885124,,
TJK,Tajikistan,2021,2544741.0,,,,2022.0,3108122.0
TJK,Tajikistan,2022,3108122.0,2021.0,2544741.0,22.139031044809666,2023.0,5163239.0
TJK,Tajikistan,2023,5163239.0,2022.0,3108122.0,66.12086012067738,,
TLS,Timor-Leste,2021,1149499.24,,,,2022.0,2855087.62
TLS,Timor-Leste,2022,2855087.62,2021.0,1149499.24,148.37664268486165,2023.0,2739567.11
TLS,Timor-Leste,2023,2739567.11,2022.0,2855087.62,-4.046128363654221,,
TON,Tonga,2021,188918.208,,,,2022.0,185846.959
TON,Tonga,2022,185846.959,2021.0,188918.208,-1.6257030132320598,2023.0,333722.733
TON,Tonga,2023,333722.733,2022.0,185846.959,79.56857340883367,2025.0,
TON,Tonga,2025,399198.709,2023.0,,,,
TTO,Trinidad and Tobago,2021,8151827.339,,,,2022.0,7649461.702
TTO,Trinidad and Tobago,2022,7649461.702,2021.0,8151827.339,-6.162613805576828,2023.0,7164224.349
TTO,Trinidad and Tobago,2023,7164224.349,2022.0,7649461.702,-6.343418294036701,2024.0,6605983.085
TTO,Trinidad and Tobago,2024,6605983.085,2023.0,7164224.349,-7.7920684334504555,2025.0,9624694.749
TTO,Trinidad and Tobago,2025,9624694.749,2024.0,6605983.085,45.69663023894952,,
TUN,Tunisia,2021,6637076.72,,,,2022.0,8111474.65
TUN,Tunisia,2022,8111474.65,2021.0,6637076.72,22.214568132941526,2023.0,8348902.436
TUN,Tunisia,2023,8348902.436,2022.0,8111474.65,2.927060691732537,2024.0,3527409.829
TUN,Tunisia,2024,3527409.829,2023.0,8348902.436,-57.75001737006764,,
TUR,Türkiye,2021,44419964.0,,,,2022.0,62988820.0
TUR,Türkiye,2022,62988820.0,2021.0,44419964.0,41.80295148370674,2023.0,79778582.0
TUR,Türkiye,2023,79778582.0,2022.0,62988820.0,26.655146103705384,2024.0,78353399.0
TUR,Türkiye,2024,78353399.0,2023.0,79778582.0,-1.78642307781304,2025.0,104528702.0
TUR,Türkiye,2025,104528702.0,2024.0,78353399.0,33.40672304465056,,
TZA,United Rep. of Tanzania,2021,4628780.14,,,,2022.0,6975174.75
TZA,United Rep. of Tanzania,2022,6975174.75,2021.0,4628780.14,50.691424933395105,2023.0,6122875.72
TZA,United Rep. of Tanzania,2023,6122875.72,2022.0,6975174.75,-12.219034799092313,2024.0,10240710.036
TZA,United Rep. of Tanzania,2024,10240710.036,2023.0,6122875.72,67.25327287877731,,
UGA,Uganda,2021,2638588.35,,,,2022.0,3763538.18
UGA,Uganda,2022,3763538.18,2021.0,2638588.35,42.63453334810639,2023.0,3762457.11
UGA,Uganda,2023,3762457.11,2022.0,3763538.18,-0.0287248314829185,2024.0,4689613.28
UGA,Uganda,2024,4689613.28,2023.0,3762457.11,24.642305357734706,,
UKR,Ukraine,2021,45377095.48,,,,2022.0,23458756.58
UKR,Ukraine,2022,23458756.58,2021.0,45377095.48,-48.30264843561997,2023.0,24883184.17
UKR,Ukraine,2023,24883184.17,2022.0,23458756.58,6.072050686669446,2024.0,28882584.84
UKR,Ukraine,2024,28882584.84,2023.0,24883184.17,16.07270453281381,,
URY,Uruguay,2021,17114813.47,,,,2022.0,16685506.38
URY,Uruguay,2022,16685506.38,2021.0,17114813.47,-2.508394793507487,2023.0,18613105.51
URY,Uruguay,2023,18613105.51,2022.0,16685506.38,11.552535992018246,2024.0,24339564.0
URY,Uruguay,2024,24339564.0,2023.0,18613105.51,30.765733783239043,,
USA,USA,2021,8589938697.0,,,,2022.0,9178769246.0
USA,USA,2022,9178769246.0,2021.0,8589938697.0,6.854886510489844,2023.0,6684469437.0
USA,USA,2023,6684469437.0,2022.0,9178769246.0,-27.174665166432703,2024.0,7199691221.0
USA,USA,2024,7199691221.0,2023.0,6684469437.0,7.707743880885067,2025.0,6433593498.0
USA,USA,2025,6433593498.0,2024.0,7199691221.0,-10.640702489649174,,
UZB,Uzbekistan,2021,6986334.8,,,,2022.0,23155090.86
UZB,Uzbekistan,2022,23155090.86,2021.0,6986334.8,231.43402832626916,2023.0,15150881.74
UZB,Uzbekistan,2023,15150881.74,2022.0,23155090.86,-34.56781564103955,2024.0,14461771.89
UZB,Uzbekistan,2024,14461771.89,2023.0,15150881.74,-4.548315153042701,,
VCT,Saint Vincent and the Grenadines,2021,1037488.621,,,,2022.0,1309333.324
VCT,Saint Vincent and the Grenadines,2022,1309333.324,2021.0,1037488.621,26.20218646234193,2023.0,3561224.572
VCT,Saint Vincent and the Grenadines,2023,3561224.572,2022.0,1309333.324,171.98762199991177,,
VNM,Viet Nam,2021,16480319.009,,,,2022.0,17312413.443
VNM,Viet Nam,2022,17312413.443,2021.0,16480319.009,5.049018975576799,2023.0,22468214.935
VNM,Viet Nam,2023,22468214.935,2022.0,17312413.443,29.78095173717484,,
WSM,Samoa,2021,631487.745,,,,2022.0,665394.467
WSM,Samoa,2022,665394.467,2021.0,631487.745,5.369339669449951,2023.0,982048.306
WSM,Samoa,2023,982048.306,2022.0,665394.467,47.588889704428524,2024.0,866978.676
WSM,Samoa,2024,866978.676,2023.0,982048.306,-11.71730853736639,,
YEM,Yemen,2023,1399585.225,,,,2024.0,1523972.653
YEM,Yemen,2024,1523972.653,2023.0,1399585.225,8.887449351289046,,
ZAF,South Africa,2021,50457731.904,,,,2022.0,45588888.956
ZAF,South Africa,2022,45588888.956,2021.0,50457731.904,-9.649349592770786,2023.0,38922191.173
ZAF,South Africa,2023,38922191.173,2022.0,45588888.956,-14.623514491512058,2024.0,41127604.225
ZAF,South Africa,2024,41127604.225,2023.0,38922191.173,5.666209906316574,2025.0,52449212.704
ZAF,South Africa,2025,52449212.704,2024.0,41127604.225,27.52800386101265,,
ZMB,Zambia,2021,5450992.936,,,,2022.0,6330647.175
ZMB,Zambia,2022,6330647.175,2021.0,5450992.936,16.13750465883928,2023.0,5163896.559
ZMB,Zambia,2023,5163896.559,2022.0,6330647.175,-18.430194950802946,2024.0,4750720.195
ZMB,Zambia,2024,4750720.195,2023.0,5163896.559,-8.001251753966438,,
ZWE,Zimbabwe,2021,1796052.48,,,,2022.0,2959953.62
ZWE,Zimbabwe,2022,2959953.62,2021.0,1796052.48,64.80329238486395,2023.0,2537266.86
ZWE,Zimbabwe,2023,2537266.86,2022.0,2959953.62,-14.280181863119875,2024.0,9616606.845
ZWE,Zimbabwe,2024,9616606.845,2023.0,2537266.86,279.01440312037187,,
